From Point,To Point,Distance (km),Fare (BDT),,,,,,,,,,,,,,,
Meradia New Road,Mouchak,5.5,13,,,,,,,,,,,,,,,
Meradia New Road,Nabinagar,38.4,94,,,,,,,,,,,,,,,
Meradia New Road,Savar,30.4,74,,,,,,,,,,,,,,,
Meradia New Road,Science Lab,9.7,24,,,,,,,,,,,,,,,
Meradia New Road,Shahbag,8.5,21,,,,,,,,,,,,,,,
Merul Badda,Abdullahpur,,10,,,,,,,,,,,,,,,
Merul Badda,Adabor,,10,,,,,,,,,,,,,,,
Merul Badda,Agargaon,,10,,,,,,,,,,,,,,,
Merul Badda,Airport,,10,,,,,,,,,,,,,,,
Merul Badda,Amin Bazar,,10,,,,,,,,,,,,,,,
Merul Badda,Ansar Camp,,10,,,,,,,,,,,,,,,
Merul Badda,Ashulia,,10,,,,,,,,,,,,,,,
Merul Badda,Azampur,,10,,,,,,,,,,,,,,,
Merul Badda,Azimpur,,10,,,,,,,,,,,,,,,
Merul Badda,Babubazar,,10,,,,,,,,,,,,,,,
Merul Badda,Badda,,10,,,,,,,,,,,,,,,
Merul Badda,Badda Link Road,,10,,,,,,,,,,,,,,,
Merul Badda,Baipail,,10,,,,,,,,,,,,,,,
Merul Badda,Banani,,10,,,,,,,,,,,,,,,
Merul Badda,Banasree,,10,,,,,,,,,,,,,,,
Merul Badda,Bashabo,,10,,,,,,,,,,,,,,,
Merul Badda,Bashtola,,10,,,,,,,,,,,,,,,
Merul Badda,Bashundhara,,10,,,,,,,,,,,,,,,
Merul Badda,Bata Signal,,10,,,,,,,,,,,,,,,
Merul Badda,Beribadh,,10,,,,,,,,,,,,,,,
Merul Badda,Bijoy Sarani,,10,,,,,,,,,,,,,,,
Merul Badda,Board Bazar,,10,,,,,,,,,,,,,,,
Merul Badda,Chasara,,10,,,,,,,,,,,,,,,
Merul Badda,Chiriyakhana,,10,,,,,,,,,,,,,,,
Merul Badda,Demra Staff Quarter,,10,,,,,,,,,,,,,,,
Merul Badda,Dholairpar,,10,,,,,,,,,,,,,,,
Merul Badda,Dhour,,10,,,,,,,,,,,,,,,
Merul Badda,Diabari,,10,,,,,,,,,,,,,,,
Merul Badda,ECB Square,,10,,,,,,,,,,,,,,,
Merul Badda,Fantasy Kingdom,,10,,,,,,,,,,,,,,,
Merul Badda,GPO,,10,,,,,,,,,,,,,,,
Merul Badda,Gabtoli,,10,,,,,,,,,,,,,,,
Merul Badda,Gazipur Bypass,,10,,,,,,,,,,,,,,,
Merul Badda,Gazipur Chowrasta,,10,,,,,,,,,,,,,,,
Merul Badda,Golap Shah Mazar,,10,,,,,,,,,,,,,,,
Merul Badda,Gulistan,5.9,14,,,,,,,,,,,,,,,
Merul Badda,Gulshan 1,,10,,,,,,,,,,,,,,,
Merul Badda,Hazipara,,10,,,,,,,,,,,,,,,
Merul Badda,Hemayetpur,,10,,,,,,,,,,,,,,,
Merul Badda,House Building,,10,,,,,,,,,,,,,,,
Merul Badda,Jahangir Gate,4.9,12,,,,,,,,,,,,,,,
Merul Badda,Jalkuri,,10,,,,,,,,,,,,,,,
Merul Badda,Jamgora,,10,,,,,,,,,,,,,,,
Merul Badda,Jamuna Future Park,,10,,,,,,,,,,,,,,,
Merul Badda,Janapoth Moor,,10,,,,,,,,,,,,,,,
Merul Badda,Japan Garden City,,10,,,,,,,,,,,,,,,
Merul Badda,Jatrabari,,10,,,,,,,,,,,,,,,
Merul Badda,Kadamtali,,10,,,,,,,,,,,,,,,
Merul Badda,Kakoli,,10,,,,,,,,,,,,,,,
Merul Badda,Kakrail,,10,,,,,,,,,,,,,,,
Merul Badda,Kallyanpur,,10,,,,,,,,,,,,,,,
Merul Badda,Kalshi,,10,,,,,,,,,,,,,,,
Merul Badda,Kamarpara,,10,,,,,,,,,,,,,,,
Merul Badda,Katabon,,10,,,,,,,,,,,,,,,
Merul Badda,Kazipara,,10,,,,,,,,,,,,,,,
Merul Badda,Keraniganj,,10,,,,,,,,,,,,,,,
Merul Badda,Khilgaon,,10,,,,,,,,,,,,,,,
Merul Badda,Khilkhet,,10,,,,,,,,,,,,,,,
Merul Badda,Kuril Bishwaroad,,10,,,,,,,,,,,,,,,
Merul Badda,Kuril Chowrasta,,10,,,,,,,,,,,,,,,
Merul Badda,MES,,10,,,,,,,,,,,,,,,
Merul Badda,Madanpur,,10,,,,,,,,,,,,,,,
Merul Badda,Madhya Badda,,10,,,,,,,,,,,,,,,
Merul Badda,Malibaag Moor,,10,,,,,,,,,,,,,,,
Merul Badda,Malibagh,,10,,,,,,,,,,,,,,,
Merul Badda,Malibagh Railgate,,10,,,,,,,,,,,,,,,
Merul Badda,Maowa,,10,,,,,,,,,,,,,,,
Merul Badda,Matsya Bhaban,,10,,,,,,,,,,,,,,,
Merul Badda,Matuail,,10,,,,,,,,,,,,,,,
Merul Badda,Mill Gate,,10,,,,,,,,,,,,,,,
Merul Badda,Mirpur 1,,10,,,,,,,,,,,,,,,
Merul Badda,Mirpur 10,,10,,,,,,,,,,,,,,,
Merul Badda,Mirpur 11,,10,,,,,,,,,,,,,,,
Merul Badda,Mirpur 2,,10,,,,,,,,,,,,,,,
Merul Badda,Mohakhali,,10,,,,,,,,,,,,,,,
Merul Badda,Mohammadpur Shia Mosque,,10,,,,,,,,,,,,,,,
Merul Badda,Motijheel,,10,,,,,,,,,,,,,,,
Merul Badda,Mouchak,,10,,,,,,,,,,,,,,,
Merul Badda,Mugda,,10,,,,,,,,,,,,,,,
Merul Badda,Nadda,,10,,,,,,,,,,,,,,,
Merul Badda,Naya Bazar,,10,,,,,,,,,,,,,,,
Merul Badda,New Market,,10,,,,,,,,,,,,,,,
Merul Badda,Nilkhet,,10,,,,,,,,,,,,,,,
Merul Badda,Nabinagar,,10,,,,,,,,,,,,,,,
Merul Badda,Notun Bazar,,10,,,,,,,,,,,,,,,
Merul Badda,Palli Bidyut,,10,,,,,,,,,,,,,,,
Merul Badda,Paltan,,10,,,,,,,,,,,,,,,
Merul Badda,Postogola,,10,,,,,,,,,,,,,,,
Merul Badda,Purobi,,10,,,,,,,,,,,,,,,
Merul Badda,Rajlakshmi,,10,,,,,,,,,,,,,,,
Merul Badda,Rampura Bazar,,10,,,,,,,,,,,,,,,
Merul Badda,Rampura Bridge,,10,,,,,,,,,,,,,,,
Merul Badda,Ray Saheb Bazar,,10,,,,,,,,,,,,,,,
Merul Badda,Rayerbag,,10,,,,,,,,,,,,,,,
Merul Badda,Sadarghat Victoria Park,,10,,,,,,,,,,,,,,,
Merul Badda,Savar Cantonment,,10,,,,,,,,,,,,,,,
Merul Badda,Sayedabad,,10,,,,,,,,,,,,,,,
Merul Badda,Science Lab,,10,,,,,,,,,,,,,,,
Merul Badda,Shahbag,,10,,,,,,,,,,,,,,,
Merul Badda,Shahjadpur,,10,,,,,,,,,,,,,,,
Merul Badda,Shanir Akhra,,10,,,,,,,,,,,,,,,
Merul Badda,Shantinagar,,10,,,,,,,,,,,,,,,
Merul Badda,Shewrapara,,10,,,,,,,,,,,,,,,
Merul Badda,Shewrapara,,10,,,,,,,,,,,,,,,
Merul Badda,Shibu Market,,10,,,,,,,,,,,,,,,
Merul Badda,Shimultola,,10,,,,,,,,,,,,,,,
Merul Badda,Shishu Mela,,10,,,,,,,,,,,,,,,
Merul Badda,Shyamoli,,10,,,,,,,,,,,,,,,
Merul Badda,Sign Board,,10,,,,,,,,,,,,,,,
Merul Badda,Sony Cinema Hall,,10,,,,,,,,,,,,,,,
Merul Badda,Station Road,,10,,,,,,,,,,,,,,,
Merul Badda,Tarabo,,10,,,,,,,,,,,,,,,
Merul Badda,Technical,,10,,,,,,,,,,,,,,,
Merul Badda,Tongi,,10,,,,,,,,,,,,,,,
Merul Badda,Uttar Badda,,10,,,,,,,,,,,,,,,
Merul Badda,Uttara,,10,,,,,,,,,,,,,,,
Merul Badda,Wireless,4.4,11,,,,,,,,,,,,,,,
Merul Badda,Zia Uddyan,8,20,,,,,,,,,,,,,,,
Merul Badda,Zirabo,,10,,,,,,,,,,,,,,,
MES,Abdullahpur,,10,,,,,,,,,,,,,,,
MES,Adabor,,10,,,,,,,,,,,,,,,
MES,Agargaon,,10,,,,,,,,,,,,,,,
MES,Airport,,10,,,,,,,,,,,,,,,
MES,Ansar Camp,,10,,,,,,,,,,,,,,,
MES,Asad Gate,,10,,,,,,,,,,,,,,,
MES,Ashulia Bazar,,10,,,,,,,,,,,,,,,
MES,Azampur,,10,,,,,,,,,,,,,,,
MES,Azimpur,,10,,,,,,,,,,,,,,,
MES,Badda,,10,,,,,,,,,,,,,,,
MES,Badda Link Road,,10,,,,,,,,,,,,,,,
MES,Baipail,,10,,,,,,,,,,,,,,,
MES,Bakshi Bazar,,10,,,,,,,,,,,,,,,
MES,Banani,,10,,,,,,,,,,,,,,,
MES,Banasree,,10,,,,,,,,,,,,,,,
MES,Bangla College,,10,,,,,,,,,,,,,,,
MES,Bangla Motor,,10,,,,,,,,,,,,,,,
MES,Bormi,,10,,,,,,,,,,,,,,,
MES,Bashtola,,10,,,,,,,,,,,,,,,
MES,Bashundhara,,10,,,,,,,,,,,,,,,
MES,Bijoy Sarani,,10,,,,,,,,,,,,,,,
MES,Board Bazar,,10,,,,,,,,,,,,,,,
MES,Bosila,,10,,,,,,,,,,,,,,,
MES,Chairman Bari,,10,,,,,,,,,,,,,,,
MES,Chandra,,10,,,,,,,,,,,,,,,
MES,Chankhar Pul,,10,,,,,,,,,,,,,,,
MES,Chiriyakhana,,10,,,,,,,,,,,,,,,
MES,City College,,10,,,,,,,,,,,,,,,
MES,College Gate,,10,,,,,,,,,,,,,,,
MES,Dainik Bangla Moor,,10,,,,,,,,,,,,,,,
MES,Darussalam,,10,,,,,,,,,,,,,,,
MES,Demra Staff Quarter,,10,,,,,,,,,,,,,,,
MES,Dhanmondi 27,,10,,,,,,,,,,,,,,,
MES,Dhanmondi 32,,10,,,,,,,,,,,,,,,
MES,Dhour,,10,,,,,,,,,,,,,,,
MES,Diabari,,10,,,,,,,,,,,,,,,
MES,ECB Square,,10,,,,,,,,,,,,,,,
MES,Fantasy Kingdom,,10,,,,,,,,,,,,,,,
MES,Farmgate,,10,,,,,,,,,,,,,,,
MES,Fulbaria,,10,,,,,,,,,,,,,,,
MES,GPO,,10,,,,,,,,,,,,,,,
MES,Gabtoli,,10,,,,,,,,,,,,,,,
MES,Gazipur Bypass,,10,,,,,,,,,,,,,,,
MES,Gazipur Chowrasta,,10,,,,,,,,,,,,,,,
MES,Golap Shah Mazar,,10,,,,,,,,,,,,,,,
MES,Gulistan,11.3,28,,,,,,,,,,,,,,,
MES,Hazipara,,10,,,,,,,,,,,,,,,
MES,Hemayetpur,,10,,,,,,,,,,,,,,,
MES,High Court,,10,,,,,,,,,,,,,,,
MES,House Building,,10,,,,,,,,,,,,,,,
MES,Jahangir Gate,5.3,13,,,,,,,,,,,,,,,
MES,Jamgora,,10,,,,,,,,,,,,,,,
MES,Jamuna Future Park,,10,,,,,,,,,,,,,,,
MES,Japan Garden City,,10,,,,,,,,,,,,,,,
MES,Jatrabari,,10,,,,,,,,,,,,,,,
MES,Joydebpur,,10,,,,,,,,,,,,,,,
MES,Kakoli,,10,,,,,,,,,,,,,,,
MES,Kakrail,,10,,,,,,,,,,,,,,,
MES,Kalabagan,,10,,,,,,,,,,,,,,,
MES,Kallyanpur,,10,,,,,,,,,,,,,,,
MES,Kalshi,,10,,,,,,,,,,,,,,,
MES,Kamalapur,,10,,,,,,,,,,,,,,,
MES,Kamarpara,,10,,,,,,,,,,,,,,,
MES,Kawran Bazar,,10,,,,,,,,,,,,,,,
MES,Kazipara,,10,,,,,,,,,,,,,,,
MES,Khamar Bari,,10,,,,,,,,,,,,,,,
MES,Khilkhet,,10,,,,,,,,,,,,,,,
MES,Konabari,,10,,,,,,,,,,,,,,,
MES,Kuril Bishwaroad,,10,,,,,,,,,,,,,,,
MES,Kurmitola,,10,,,,,,,,,,,,,,,
MES,Madhya Badda,,10,,,,,,,,,,,,,,,
MES,Malibaag Moor,,10,,,,,,,,,,,,,,,
MES,Malibagh,,10,,,,,,,,,,,,,,,
MES,Malibagh Railgate,,10,,,,,,,,,,,,,,,
MES,Maniknagar,,10,,,,,,,,,,,,,,,
MES,Matsya Bhaban,,10,,,,,,,,,,,,,,,
MES,Matuail,,10,,,,,,,,,,,,,,,
MES,Merul Badda,,10,,,,,,,,,,,,,,,
MES,Mill Gate,,10,,,,,,,,,,,,,,,
MES,Mirpur 1,,10,,,,,,,,,,,,,,,
MES,Mirpur 10,,10,,,,,,,,,,,,,,,
MES,Mirpur 11,,10,,,,,,,,,,,,,,,
MES,Mirpur 2,,10,,,,,,,,,,,,,,,
MES,Mogbazar,,10,,,,,,,,,,,,,,,
MES,Mohakhali,,10,,,,,,,,,,,,,,,
MES,Mohammadpur,,10,,,,,,,,,,,,,,,
MES,Mohammadpur Shia Mosque,,10,,,,,,,,,,,,,,,
MES,Motijheel,,10,,,,,,,,,,,,,,,
MES,Mouchak,,10,,,,,,,,,,,,,,,
MES,Nabisco,,10,,,,,,,,,,,,,,,
MES,Nadda,,10,,,,,,,,,,,,,,,
MES,Naya Bazar,,10,,,,,,,,,,,,,,,
MES,New Market,,10,,,,,,,,,,,,,,,
MES,Nilkhet,,10,,,,,,,,,,,,,,,
MES,Nabinagar,,10,,,,,,,,,,,,,,,
MES,Notun Bazar,,10,,,,,,,,,,,,,,,
MES,Old Airport,,10,,,,,,,,,,,,,,,
MES,Pallabi,,10,,,,,,,,,,,,,,,
MES,Paltan,,10,,,,,,,,,,,,,,,
MES,Press Club,,10,,,,,,,,,,,,,,,
MES,Purobi,,10,,,,,,,,,,,,,,,
MES,Rajlakshmi,,10,,,,,,,,,,,,,,,
MES,Rampura Bazar,,10,,,,,,,,,,,,,,,
MES,Rampura Bridge,,10,,,,,,,,,,,,,,,
MES,Ray Saheb Bazar,,10,,,,,,,,,,,,,,,
MES,Rayerbag,,10,,,,,,,,,,,,,,,
MES,Ring Road,,10,,,,,,,,,,,,,,,
MES,Sadarghat Victoria Park,,10,,,,,,,,,,,,,,,
MES,Sainik Club,,10,,,,,,,,,,,,,,,
MES,Satrasta,,10,,,,,,,,,,,,,,,
MES,Sayedabad,,10,,,,,,,,,,,,,,,
MES,Shahbag,,10,,,,,,,,,,,,,,,
MES,Shahjadpur,,10,,,,,,,,,,,,,,,
MES,Shanir Akhra,,10,,,,,,,,,,,,,,,
MES,Shantinagar,,10,,,,,,,,,,,,,,,
MES,Shewrapara,,10,,,,,,,,,,,,,,,
MES,Shewrapara,,10,,,,,,,,,,,,,,,
MES,Shib Bari,,10,,,,,,,,,,,,,,,
MES,Shishu Mela,,10,,,,,,,,,,,,,,,
MES,Shyamoli,,10,,,,,,,,,,,,,,,
MES,Ring Road,,10,,,,,,,,,,,,,,,
MES,Sign Board,,10,,,,,,,,,,,,,,,
MES,Sony Cinema Hall,,10,,,,,,,,,,,,,,,
MES,Sreepur,,10,,,,,,,,,,,,,,,
MES,Staff Road,,10,,,,,,,,,,,,,,,
MES,Station Road,,10,,,,,,,,,,,,,,,
MES,TT Para,,10,,,,,,,,,,,,,,,
MES,Taltola,,10,,,,,,,,,,,,,,,
MES,Technical,,10,,,,,,,,,,,,,,,
MES,Tolarbag,13.8,34,,,,,,,,,,,,,,,
MES,Tongi,,10,,,,,,,,,,,,,,,
MES,Uttar Badda,,10,,,,,,,,,,,,,,,
MES,Uttara,,10,,,,,,,,,,,,,,,
MES,Uttara Jashimuddin,,10,,,,,,,,,,,,,,,
MES,Zia Uddyan,7,17,,,,,,,,,,,,,,,
MES,Zirabo,,10,,,,,,,,,,,,,,,
Metro Hall,Agargaon,,10,,,,,,,,,,,,,,,
Metro Hall,Bangla Motor,,10,,,,,,,,,,,,,,,
Metro Hall,Bijoy Sarani,,10,,,,,,,,,,,,,,,
Metro Hall,Chasara Bus Stand,,10,,,,,,,,,,,,,,,
Metro Hall,Farmgate,,10,,,,,,,,,,,,,,,
Metro Hall,GPO,,10,,,,,,,,,,,,,,,
Metro Hall,Gulistan,20,49,,,,,,,,,,,,,,,
Metro Hall,High Court,,10,,,,,,,,,,,,,,,
Metro Hall,Jalkuri,,10,,,,,,,,,,,,,,,
Metro Hall,Janapoth Moor,,10,,,,,,,,,,,,,,,
Metro Hall,Jatrabari,,10,,,,,,,,,,,,,,,
Metro Hall,Kawran Bazar,,10,,,,,,,,,,,,,,,
Metro Hall,Kazipara,,10,,,,,,,,,,,,,,,
Metro Hall,Matsya Bhaban,,10,,,,,,,,,,,,,,,
Metro Hall,Matuail,,10,,,,,,,,,,,,,,,
Metro Hall,Mirpur 10,,10,,,,,,,,,,,,,,,
Metro Hall,Mirpur 11,,10,,,,,,,,,,,,,,,
Metro Hall,Mirpur 12,,10,,,,,,,,,,,,,,,
Metro Hall,Pallabi,,10,,,,,,,,,,,,,,,
Metro Hall,Paltan,,10,,,,,,,,,,,,,,,
Metro Hall,Press Club,,10,,,,,,,,,,,,,,,
Metro Hall,Purobi,,10,,,,,,,,,,,,,,,
Metro Hall,Rayerbag,,10,,,,,,,,,,,,,,,
Metro Hall,Shahbag,,10,,,,,,,,,,,,,,,
Metro Hall,Shanir Akhra,,10,,,,,,,,,,,,,,,
Metro Hall,Shewrapara,,10,,,,,,,,,,,,,,,
Metro Hall,Shibu Market,,10,,,,,,,,,,,,,,,
Metro Hall,Sign Board,,10,,,,,,,,,,,,,,,
Mill Gate,Abdullahpur,,10,,,,,,,,,,,,,,,
Mill Gate,Airport,,10,,,,,,,,,,,,,,,
Mill Gate,Azampur,,10,,,,,,,,,,,,,,,
Mill Gate,Azimpur,,10,,,,,,,,,,,,,,,
Mill Gate,Badda,,10,,,,,,,,,,,,,,,
Mill Gate,Banani,,10,,,,,,,,,,,,,,,
Mill Gate,Bormi,,10,,,,,,,,,,,,,,,
Mill Gate,Bashabo,,10,,,,,,,,,,,,,,,
Mill Gate,Bashtola,,10,,,,,,,,,,,,,,,
Mill Gate,Bashundhara,,10,,,,,,,,,,,,,,,
Mill Gate,Board Bazar,,10,,,,,,,,,,,,,,,
Mill Gate,Chairman Bari,,10,,,,,,,,,,,,,,,
Mill Gate,Chandra,,10,,,,,,,,,,,,,,,
Mill Gate,Chasara,,10,,,,,,,,,,,,,,,
Mill Gate,City College,,10,,,,,,,,,,,,,,,
Mill Gate,Dholairpar,,10,,,,,,,,,,,,,,,
Mill Gate,ECB Square,,10,,,,,,,,,,,,,,,
Mill Gate,Fulbaria,,10,,,,,,,,,,,,,,,
Mill Gate,GPO,,10,,,,,,,,,,,,,,,
Mill Gate,Gabtoli,,10,,,,,,,,,,,,,,,
Mill Gate,Gazipur Bypass,,10,,,,,,,,,,,,,,,
Mill Gate,Gazipur Chowrasta,,10,,,,,,,,,,,,,,,
Mill Gate,Golap Shah Mazar,,10,,,,,,,,,,,,,,,
Mill Gate,Hazipara,,10,,,,,,,,,,,,,,,
Mill Gate,House Building,,10,,,,,,,,,,,,,,,
Mill Gate,Jalkuri,,10,,,,,,,,,,,,,,,
Mill Gate,Jamuna Future Park,,10,,,,,,,,,,,,,,,
Mill Gate,Jatrabari,,10,,,,,,,,,,,,,,,
Mill Gate,Joydebpur,,10,,,,,,,,,,,,,,,
Mill Gate,Kakoli,,10,,,,,,,,,,,,,,,
Mill Gate,Kakrail,,10,,,,,,,,,,,,,,,
Mill Gate,Kalabagan,,10,,,,,,,,,,,,,,,
Mill Gate,Kalshi,,10,,,,,,,,,,,,,,,
Mill Gate,Khilgaon,,10,,,,,,,,,,,,,,,
Mill Gate,Khilkhet,,10,,,,,,,,,,,,,,,
Mill Gate,Konabari,,10,,,,,,,,,,,,,,,
Mill Gate,Kuril Bishwaroad,,10,,,,,,,,,,,,,,,
Mill Gate,Kuril Chowrasta,,10,,,,,,,,,,,,,,,
Mill Gate,MES,,10,,,,,,,,,,,,,,,
Mill Gate,Malibaag Moor,,10,,,,,,,,,,,,,,,
Mill Gate,Malibagh,,10,,,,,,,,,,,,,,,
Mill Gate,Malibagh Railgate,,10,,,,,,,,,,,,,,,
Mill Gate,Matuail,,10,,,,,,,,,,,,,,,
Mill Gate,Merul Badda,,10,,,,,,,,,,,,,,,
Mill Gate,Mirpur 1,,10,,,,,,,,,,,,,,,
Mill Gate,Mirpur 10,,10,,,,,,,,,,,,,,,
Mill Gate,Mirpur 11,,10,,,,,,,,,,,,,,,
Mill Gate,Mirpur 2,,10,,,,,,,,,,,,,,,
Mill Gate,Mogbazar,,10,,,,,,,,,,,,,,,
Mill Gate,Mohakhali,,10,,,,,,,,,,,,,,,
Mill Gate,Motijheel,,10,,,,,,,,,,,,,,,
Mill Gate,Mouchak,,10,,,,,,,,,,,,,,,
Mill Gate,Mugda,,10,,,,,,,,,,,,,,,
Mill Gate,Nabisco,,10,,,,,,,,,,,,,,,
Mill Gate,Nadda,,10,,,,,,,,,,,,,,,
Mill Gate,Naya Bazar,,10,,,,,,,,,,,,,,,
Mill Gate,New Market,,10,,,,,,,,,,,,,,,
Mill Gate,Nilkhet,,10,,,,,,,,,,,,,,,
Mill Gate,Notun Bazar,,10,,,,,,,,,,,,,,,
Mill Gate,Paltan,,10,,,,,,,,,,,,,,,
Mill Gate,Postogola,,10,,,,,,,,,,,,,,,
Mill Gate,Purobi,,10,,,,,,,,,,,,,,,
Mill Gate,Rajlakshmi,,10,,,,,,,,,,,,,,,
Mill Gate,Rampura Bazar,,10,,,,,,,,,,,,,,,
Mill Gate,Rampura Bridge,,10,,,,,,,,,,,,,,,
Mill Gate,Ray Saheb Bazar,,10,,,,,,,,,,,,,,,
Mill Gate,Rayerbag,,10,,,,,,,,,,,,,,,
Mill Gate,Sadarghat Victoria Park,,10,,,,,,,,,,,,,,,
Mill Gate,Sainik Club,,10,,,,,,,,,,,,,,,
Mill Gate,Satrasta,,10,,,,,,,,,,,,,,,
Mill Gate,Sayedabad,,10,,,,,,,,,,,,,,,
Mill Gate,Shahjadpur,,10,,,,,,,,,,,,,,,
Mill Gate,Shanir Akhra,,10,,,,,,,,,,,,,,,
Mill Gate,Shantinagar,,10,,,,,,,,,,,,,,,
Mill Gate,Shewrapara,,10,,,,,,,,,,,,,,,
Mill Gate,Shib Bari,,10,,,,,,,,,,,,,,,
Mill Gate,Shibu Market,,10,,,,,,,,,,,,,,,
Mill Gate,Sign Board,,10,,,,,,,,,,,,,,,
Mill Gate,Sony Cinema Hall,,10,,,,,,,,,,,,,,,
Mill Gate,Sreepur,,10,,,,,,,,,,,,,,,
Mill Gate,Staff Road,,10,,,,,,,,,,,,,,,
Mill Gate,Station Road,,10,,,,,,,,,,,,,,,
Mill Gate,Tongi,,10,,,,,,,,,,,,,,,
Mill Gate,Uttar Badda,,10,,,,,,,,,,,,,,,
Mill Gate,Uttara,,10,,,,,,,,,,,,,,,
Mirpur 1,Abdullahpur,19.7,48,,,,,,,,,,,,,,,
Mirpur 1,Airport,16,39,,,,,,,,,,,,,,,
Mirpur 1,Demra Staff Quarter,26.1,64,,,,,,,,,,,,,,,
Mirpur 1,Ansar Camp,0.9,10,,,,,,,,,,,,,,,
Mirpur 1,Asad Gate,5.6,14,,,,,,,,,,,,,,,
Mirpur 1,Ashulia,16.5,40,,,,,,,,,,,,,,,
Mirpur 1,Azimpur,10.7,26,,,,,,,,,,,,,,,
Mirpur 1,BUET,11.2,27,,,,,,,,,,,,,,,
Mirpur 1,Babubazar Bridge,15.1,37,,,,,,,,,,,,,,,
Mirpur 1,Badda Link Road,13.7,34,,,,,,,,,,,,,,,
Mirpur 1,Baipail,25.3,62,,,,,,,,,,,,,,,
Mirpur 1,Banani,8,20,,,,,,,,,,,,,,,
Mirpur 1,Banasree,18.1,44,,,,,,,,,,,,,,,
Mirpur 1,Bandura,50.4,123,,,,,,,,,,,,,,,
Mirpur 1,Bangla College,1.7,10,,,,,,,,,,,,,,,
Mirpur 1,Bangladesh Bank,13.8,34,,,,,,,,,,,,,,,
Mirpur 1,Bashabo,17.3,42,,,,,,,,,,,,,,,
Mirpur 1,Beraid,21,51,,,,,,,,,,,,,,,
Mirpur 1,Bosila Bridge,8,20,,,,,,,,,,,,,,,
Mirpur 1,Chandra,38.3,94,,,,,,,,,,,,,,,
Mirpur 1,Chankhar Pul,14.3,35,,,,,,,,,,,,,,,
Mirpur 1,Chun Kutia,16.2,40,,,,,,,,,,,,,,,
Mirpur 1,College Gate,4.5,11,,,,,,,,,,,,,,,
Mirpur 1,Darussalam,2,10,,,,,,,,,,,,,,,
Mirpur 1,Dhour,15.7,38,,,,,,,,,,,,,,,
Mirpur 1,Diabari,1.5,10,,,,,,,,,,,,,,,
Mirpur 1,Diabari Beribadh,2.4,10,,,,,,,,,,,,,,,
Mirpur 1,ECB Square,8.1,20,,,,,,,,,,,,,,,
Mirpur 1,EPZ,26.8,66,,,,,,,,,,,,,,,
Mirpur 1,Eastern Housing,4.8,12,,,,,,,,,,,,,,,
Mirpur 1,Fantasy Kingdom,23,56,,,,,,,,,,,,,,,
Mirpur 1,Farmgate,7.2,18,,,,,,,,,,,,,,,
Mirpur 1,Gabtoli,3.1,10,,,,,,,,,,,,,,,
Mirpur 1,Gazipur,34.7,85,,,,,,,,,,,,,,,
Mirpur 1,Ghatar Char,10.8,26,,,,,,,,,,,,,,,
Mirpur 1,Golap Shah Mazar,12.4,30,,,,,,,,,,,,,,,
Mirpur 1,Gulistan,13,32,,,,,,,,,,,,,,,
Mirpur 1,Gulshan 1,11.8,29,,,,,,,,,,,,,,,
Mirpur 1,Hemayetpur,11.1,27,,,,,,,,,,,,,,,
Mirpur 1,Ittefaq Moor,15.4,38,,,,,,,,,,,,,,,
Mirpur 1,Jatrabari,17.7,43,,,,,,,,,,,,,,,
Mirpur 1,Jirab,18.8,46,,,,,,,,,,,,,,,
Mirpur 1,Jiranee,31.8,78,,,,,,,,,,,,,,,
Mirpur 1,Kadamtali,19.7,48,,,,,,,,,,,,,,,
Mirpur 1,Kakoli,12,29,,,,,,,,,,,,,,,
Mirpur 1,Kalabagan,6.5,16,,,,,,,,,,,,,,,
Mirpur 1,Kallyanpur,3.2,10,,,,,,,,,,,,,,,
Mirpur 1,Kalshi,6.5,16,,,,,,,,,,,,,,,
Mirpur 1,Kalshi Moor,7.5,18,,,,,,,,,,,,,,,
Mirpur 1,Kamalapur,13.7,34,,,,,,,,,,,,,,,
Mirpur 1,Kamarpara,20.7,51,,,,,,,,,,,,,,,
Mirpur 1,Kamrangirchar Beribadh,16,39,,,,,,,,,,,,,,,
Mirpur 1,Kashempur,32,78,,,,,,,,,,,,,,,
Mirpur 1,Katabon,9.3,23,,,,,,,,,,,,,,,
Mirpur 1,Kawran Bazar,8.2,20,,,,,,,,,,,,,,,
Mirpur 1,Keraniganj,15.4,38,,,,,,,,,,,,,,,
Mirpur 1,Keraniganj New Jail,19.2,47,,,,,,,,,,,,,,,
Mirpur 1,Khayshakhali Beribadh,52,127,,,,,,,,,,,,,,,
Mirpur 1,Khilgaon Railgate,19.7,48,,,,,,,,,,,,,,,
Mirpur 1,Khilgaon Taltola,22.1,54,,,,,,,,,,,,,,,
Mirpur 1,Khilkhet,13,32,,,,,,,,,,,,,,,
Mirpur 1,Kochukhet,6,15,,,,,,,,,,,,,,,
Mirpur 1,Komorganj,49.4,121,,,,,,,,,,,,,,,
Mirpur 1,Konabari,36,88,,,,,,,,,,,,,,,
Mirpur 1,Konakhola,24.5,60,,,,,,,,,,,,,,,
Mirpur 1,Kuril Bishwaroad,12.3,30,,,,,,,,,,,,,,,
Mirpur 1,Kurmitola General Hospital,8.5,21,,,,,,,,,,,,,,,
Mirpur 1,Madhya Badda,17.8,44,,,,,,,,,,,,,,,
Mirpur 1,Meradia Bazar,22.9,56,,,,,,,,,,,,,,,
